id,statement,choices,correct_option,kai,kamoku,problem_no,theme,has_theme
r02b-kansa-9-i,"内部統制監査に関する出題である。
監査人は，財務報告に係る内部統制の整備及び運用の業務が，被監査会社及びその経
 営者によって行われることを前提として，内部統制の構築の段階での経営者等との意見
 交換や，内部統制監査の実施において発見された内部統制の不備についての指導を行う
 ことができる。","[""正"", ""誤""]",0,r02b,kansa,9,内部統制監査,true
r02b-kansa-9-u,"内部統制監査に関する出題である。
業務プロセスに係る内部統制の評価範囲については，一定の条件を満たした場合，評 価対象とする事業拠点の売上高等の合計額が，連結ベースの売上高等の 3 分の 2 を下回 ることがある。","[""正"", ""誤""]",0,r02b,kansa,9,内部統制監査,true
r02b-kansa-9-e,"内部統制監査に関する出題である。
監査人は，内部統制監査において，内部統制の不備又は開示すべき重要な不備を発見
 した場合には，適時に監査計画を修正し，経営者に是正措置を講じることを求めるとと
 もに，いずれの不備もその内容及び是正結果を取締役会及び監査役等に報告しなければ
 ならない。","[""正"", ""誤""]",1,r02b,kansa,9,内部統制監査,true
r02b-kansa-10-a,"監査の品質管理に関する出題である。
監査事務所は，監査業務の実施における品質を保持するための方針及び手続におい て，監査責任者が一人である場合を含め，同一の企業の監査業務を担当する監査責任者 が全員交代した場合，不正リスクを含む監査上の重要な事項が適切に伝達されるように 定めなければならない。","[""正"", ""誤""]",0,r02b,kansa,10,監査の品質管理,true
r02b-kansa-10-i,"監査の品質管理に関する出題である。
監査事務所は，全ての監査業務の審査に関する方針及び手続を定めなければならない
 が，大会社等以外の審査では，業務の品質が合理的に確保される範囲において，個々の
 監査業務の社会的影響の程度や識別したリスクの重要性により，審査の方法や内容等を
 簡素化することができる。","[""正"", ""誤""]",0,r02b,kansa,10,監査の品質管理,true
r02b-kansa-10-u,"監査の品質管理に関する出題である。
監査事務所は，不正による重要な虚偽表示の疑義に対応する審査担当者の選任に関す
 る方針及び手続に，追加の審査担当者の選任，又は適格者で構成される会議体による審
 査の実施を定めなければならない。","[""正"", ""誤""]",1,r02b,kansa,10,監査の品質管理,true
r02b-kansa-10-e,"監査の品質管理に関する出題である。
監査業務の定期的な検証は，監査事務所が定めた品質管理の方針及び手続に準拠して
 監査チームが監査業務を実施したことを確かめるために，監査意見を表明する前に実施
 されなければならない。","[""正"", ""誤""]",1,r02b,kansa,10,監査の品質管理,true
r02b-kansa-11-a,"監査基準の改訂に関する出題である。
平成 26 年の改訂では，従来の適正性に関する意見表明の形式に加え，準拠性に関す る意見表明の形式が導入された。これは，特別目的の財務諸表に対する，監査による信 頼性の担保の要請に応えるためであって，一般目的の財務諸表には適用されない。","[""正"", ""誤""]",1,r02b,kansa,11,監査基準の改訂,true
r02b-kansa-11-i,"監査基準の改訂に関する出題である。
平成 30 年の改訂では，監査報告書の記載区分等が変更され，経営者の責任が経営者 及び監査役等の責任となった。これにより，経営者による職務の執行を監査するという これまでも監査役等が担っていた役割に，財務報告プロセスの監視責任が含まれている ことについて，監査報告書において明確に記載されることとなった。","[""正"", ""誤""]",0,r02b,kansa,11,監査基準の改訂,true
r02b-kansa-11-u,"監査基準の改訂に関する出題である。
平成 30 年の改訂では，監査報告書において意見表明とは別に，独立した区分を設け て継続企業の前提に関する事項を記載することとした。これは，従来どおり継続企業の 前提に関する事項が財務諸表に適切に注記されていることを確かめた上で記載すること とされており，継続企業の前提に関する評価と開示に関する経営者及び監査人の対応に ついてより明確にすることを目的としている。","[""正"", ""誤""]",0,r02b,kansa,11,監査基準の改訂,true
r02b-kansa-11-e,"監査基準の改訂に関する出題である。
令和元年の改訂では，守秘義務の対象に係る文言について，「業務上知り得た事項」が 「業務上知り得た秘密」に改められた。これは，公認会計士法上の「業務上取り扱ったこ とについて知り得た秘密」との文言上の整合性をとったものであり，業務上知り得た企
業に関する未公表の情報全てが守秘義務の対象であることに変わりない。","[""正"", ""誤""]",1,r02b,kansa,11,監査基準の改訂,true
r02b-kansa-12-a,"監査人の独立性に関する出題である。
監査人が有すべき独立性は，一般に精神的独立性と外観的独立性からなるが，外観的
 独立性が損なわれれば精神的独立性も失われてしまう可能性がある。","[""正"", ""誤""]",0,r02b,kansa,12,監査人の独立性,true
r02b-kansa-12-i,"監査人の独立性に関する出題である。
監査人が有してはならない外観的独立性を損なう利害関係は，法令によって具体的に
 規定されており，また監査人が有すべき精神的独立性の具体的な判断基準に関しても，
 法令上規定されている。","[""正"", ""誤""]",1,r02b,kansa,12,監査人の独立性,true
r02b-kansa-12-u,"監査人の独立性に関する出題である。
監査責任者は，監査業務においてセーフガードを適用しても許容可能な水準にまで軽
 減又は除去することができないような独立性に対する阻害要因を識別した場合であって
 も，監査契約を解除してはならない。","[""正"", ""誤""]",1,r02b,kansa,12,監査人の独立性,true
r02b-kansa-12-e,"監査人の独立性に関する出題である。
監査責任者は，公認会計士以外の専門家を含む監査チームのメンバーが監査事務所の
 定める独立性の保持のための方針及び手続を遵守していることを確かめなければならな
 い。","[""正"", ""誤""]",0,r02b,kansa,12,監査人の独立性,true
r02b-kansa-13-a,"監査人の正当な注意及び職業的懐疑心に関する出題である。
監査人として払うべき正当な注意は，個々の監査業務に従事する監査責任者及び補助
 者に求められるのであって，審査担当者には求められない。","[""正"", ""誤""]",1,r02b,kansa,13,監査人の正当な注意及び職業的懐疑心,true
r02b-kansa-13-i,"監査人の正当な注意及び職業的懐疑心に関する出題である。
正当な注意として求められる水準は，監査業務に従事する監査人として当然に払うべ
 き注意の水準であって，職業的専門家がその職業や社会的地位等に鑑みて，通常，期待
 されるものである。","[""正"", ""誤""]",0,r02b,kansa,13,監査人の正当な注意及び職業的懐疑心,true
r02b-kansa-13-u,"監査人の正当な注意及び職業的懐疑心に関する出題である。
職業的懐疑心は，誤謬又は不正による虚偽表示の可能性を示す状態に常に注意し，監
 査証拠を鵜呑みにせず，批判的に評価する姿勢をいい，経営者に対しては不誠実である
 との前提を置くことである。","[""正"", ""誤""]",1,r02b,kansa,13,監査人の正当な注意及び職業的懐疑心,true
r02b-kansa-13-e,"監査人の正当な注意及び職業的懐疑心に関する出題である。
監査人は，真正なものとして受け入れた記録や証憑書類を監査証拠として利用する場
 合には，その信頼性を検討しなければならない。","[""正"", ""誤""]",0,r02b,kansa,13,監査人の正当な注意及び職業的懐疑心,true
r02b-kansa-14-a,"リスク評価及び評価したリスクへの対応に関する出題である。
監査人は，監査に関連する内部統制を理解する必要があり，その際，内部統制のデザ
 インと，それが業務に適用されているかどうかについて評価することを求められるが，
 デザインが有効でないと評価した内部統制については業務への適用まで評価する必要は
 ない。","[""正"", ""誤""]",0,r02b,kansa,14,リスク評価及び評価したリスクへの対応,true
r02b-kansa-14-i,"リスク評価及び評価したリスクへの対応に関する出題である。
アサーション・レベルの重要な虚偽表示を防止又は発見・是正する内部統制の運用状
 況の有効性に関する監査証拠を入手する場合は，アサーション・レベルの重要な虚偽表
 示がないことについての監査証拠を入手する場合と違い，通常，質問だけでも監査手続
 として十分とされる。","[""正"", ""誤""]",1,r02b,kansa,14,リスク評価及び評価したリスクへの対応,true
r02b-kansa-14-u,"リスク評価及び評価したリスクへの対応に関する出題である。
監査人は，過年度の監査で入手した内部統制の運用状況の有効性に関する監査証拠を
 利用する場合，当該内部統制の重要な変更が過年度の監査終了後に発生していないこと
 を確かめ，過年度の監査から引き継ぐ監査証拠の適合性を確認できたとしても，毎期の
 監査において依拠を予定している内部統制の一部については，運用評価手続を実施する
 必要がある。","[""正"", ""誤""]",0,r02b,kansa,14,リスク評価及び評価したリスクへの対応,true
r02b-kansa-14-e,"リスク評価及び評価したリスクへの対応に関する出題である。
確認は，一般的に証明力の強い監査証拠を監査人に提供し，勘定残高に関連するア サーションに対応する場合に適合することが多い監査手続であるため，被監査会社の財 務諸表において売掛金残高が重要である場合には，監査人は実証手続として確認手続を 実施しなければならない。","[""正"", ""誤""]",1,r02b,kansa,14,リスク評価及び評価したリスクへの対応,true
r02b-kansa-15-a,"監査証拠に関する出題である。
監査サンプリングによる試査で，抽出したサンプルに関連する証拠書類が紛失してい
 るときなど，抽出したサンプルに監査人が立案した監査手続を適用できない場合，又は
 適切な代替手続を実施できない場合，監査人は，当該サンプルを詳細テストにおいては
 虚偽表示として扱わなければならない。","[""正"", ""誤""]",0,r02b,kansa,15,監査証拠,true
r02b-kansa-15-i,"監査証拠に関する出題である。
監査人は，識別した訴訟事件に関する重要な虚偽表示リスクを評価する場合，又は実
 施した監査手続によって重要な訴訟事件が存在する可能性があると判断した場合には，
 実務的に不可能でない限り，企業の顧問弁護士と面談しなければならない。","[""正"", ""誤""]",1,r02b,kansa,15,監査証拠,true
r02b-kansa-15-u,"監査証拠に関する出題である。
経営者が監査人の確認依頼の送付に同意しない場合，監査人は，その正当性と合理性
 に関する監査証拠を求めることになるが，同意しないことに合理性がないと結論付けた
 ときは，その状況を監査役等に報告することが必要である。","[""正"", ""誤""]",0,r02b,kansa,15,監査証拠,true
r02b-kansa-15-e,"監査証拠に関する出題である。
経営者確認書は，特定の事項を確認するため又は他の監査証拠を裏付けるために経営
 者が監査人に提出する書面による陳述なので，財務諸表監査に関連して監査人が入手し
 なければならない情報ではあるが監査証拠とはならない。","[""正"", ""誤""]",1,r02b,kansa,15,監査証拠,true
r02b-kansa-16-a,"監査意見の形成に関する出題である。
財務諸表の適正表示を達成するために必要な表示及び注記が行われているかどうかに
 対する監査人の評価には，必要な情報が含まれているかどうかの判断，関連しない情報
 が財務諸表の全体的な表示を損なっていないかどうかの判断のみならず，有用な情報を
 曖昧にする情報が財務諸表の全体的な表示を損なっていないかどうかの判断を含めなけ
 ればならない。","[""正"", ""誤""]",0,r02b,kansa,16,監査意見の形成,true
r02b-kansa-16-i,"監査意見の形成に関する出題である。
適正表示の枠組みでは，適用される財務報告の枠組みの要求事項に準拠して財務諸表
 が作成されたとしても，監査人は，財務諸表が適正に表示されていると認めない場合が
 ある。このような場合においては，たとえ具体的に要求されている以上の注記が行われ
 たとしても財務諸表の適正表示が達成されることはない。","[""正"", ""誤""]",1,r02b,kansa,16,監査意見の形成,true
r02b-kansa-16-u,"監査意見の形成に関する出題である。
財務諸表がある財務報告の枠組みに準拠して作成されるとともに，注記において他の
 財務報告の枠組みを遵守している程度について記載している場合に，当該記載は，財務
 諸表と明確に区別することができないときには，監査意見の対象となる。","[""正"", ""誤""]",0,r02b,kansa,16,監査意見の形成,true
r02b-kansa-16-e,"監査意見の形成に関する出題である。
監査人は，継続企業を前提として財務諸表が作成されているが，継続企業を前提とし
 て経営者が財務諸表を作成することが適切でないと判断した場合には，意見を表明して
 はならない。","[""正"", ""誤""]",1,r02b,kansa,16,監査意見の形成,true
r02b-kansa-17-a,"監査報告書の記載事項に関する出題である。
監査人は，否定的意見を表明する場合に，否定的意見を表明する原因となる事項を監
 査報告書に記載する。この場合，監査人は，当該事項以外の監査上の主要な検討事項を
 監査報告書に記載することを求められていない。","[""正"", ""誤""]",1,r02b,kansa,17,監査報告書の記載事項,true
r02b-kansa-17-i,"監査報告書の記載事項に関する出題である。
継続企業を前提として財務諸表を作成することが適切であるが，重要な不確実性が認
 められる場合に，監査人は，重要な不確実性について財務諸表に適切に注記がなされて
 いると判断したときには，無限定意見を表明する。この場合，監査人は，監査報告書に
 重要な不確実性が認められる旨を記載しなければならない。","[""正"", ""誤""]",0,r02b,kansa,17,監査報告書の記載事項,true
r02b-kansa-17-u,"監査報告書の記載事項に関する出題である。
監査上の主要な検討事項は，監査を実施する上で監査人が特に注意を払った事項であ り，財務諸表に表示又は開示されていない事項は，監査上の主要な検討事項とならな い。","[""正"", ""誤""]",1,r02b,kansa,17,監査報告書の記載事項,true
r02b-kansa-17-e,"監査報告書の記載事項に関する出題である。
監査人は，限定意見を表明する理由が，たとえ無限定意見の基礎となる十分かつ適切
 な監査証拠を入手できないことであっても，入手した監査証拠が監査人の限定意見の基
 礎を得るために十分かつ適切なものであると判断した旨を監査報告書に記載しなければ
 ならない。","[""正"", ""誤""]",0,r02b,kansa,17,監査報告書の記載事項,true
r02b-kansa-18-a,"監査報告に関する出題である。
財務諸表の作成基準が明確に確立していない状況において，利害関係者の間で枠組み
 が決定され，特別目的の財務報告の枠組みとして取り扱われている場合，監査人は，監
 査報告書に当該財務諸表が特定の利用者のみを想定している旨，及び配布又は利用の制
 限を付すことが適切である旨を記載すればよく，他の目的には適合しないことがある旨
 の記載まで求められていない。","[""正"", ""誤""]",1,r02b,kansa,18,監査報告,true
r02b-kansa-18-i,"監査報告に関する出題である。
個別の財務表又は財務諸表項目等に対する監査は，完全な一組の財務諸表に対する監
 査とは別の業務であるため，一つの監査報告書において両方の監査に対する意見を表明
 してはならない。","[""正"", ""誤""]",1,r02b,kansa,18,監査報告,true
r02b-kansa-18-u,"監査報告に関する出題である。
監査人は，完全な一組の財務諸表に対する監査において意見を表明しない場合に，当
 該財務諸表に含まれる個別の財務表に対して無限定意見を表明してはならない。","[""正"", ""誤""]",0,r02b,kansa,18,監査報告,true
r02b-kansa-18-e,"監査報告に関する出題である。
監査人は，完全な一組の財務諸表に対する監査において否定的意見を表明した場合で
 あっても，その一部を構成する当該財務諸表項目に対する監査において無限定意見を表
 明することがある。","[""正"", ""誤""]",0,r02b,kansa,18,監査報告,true
r02b-kansa-19-a,"比較情報の監査に関する出題である。
前年度の財務諸表が監査されていない場合，当該事実について利用者の注意を喚起す
 る必要があると判断したときは，監査人は，監査報告書の強調事項区分に，対応数値が
 監査されていない旨を記載しなければならない。","[""正"", ""誤""]",1,r02b,kansa,19,比較情報の監査,true
r02b-kansa-19-i,"比較情報の監査に関する出題である。
前年度に表明された監査意見が除外事項付意見であり，かつ，その原因となった事項 が未解消である状況において，当該事項が当年度の数値には関連しない場合において も，当年度の数値と対応数値の比較可能性の観点から，当年度の財務諸表に対する監査 報告書において除外事項として取り扱うことが必要となることがある。","[""正"", ""誤""]",0,r02b,kansa,19,比較情報の監査,true
r02b-kansa-19-u,"比較情報の監査に関する出題である。
前年度の財務諸表を前任監査人が監査している場合であっても，監査人は，前任監査
 人が対応数値を監査している旨及びその意見を監査報告書に記載しないことがある。","[""正"", ""誤""]",0,r02b,kansa,19,比較情報の監査,true
r02b-kansa-19-e,"比較情報の監査に関する出題である。
監査人は，前任監査人が以前に無限定意見を表明した前年度の財務諸表に影響を及ぼ
 す重要な虚偽表示が存在すると判断する場合，通常，適切な階層の経営者，監査役等と
 協議を行い，前任監査人には報告しなければならない。","[""正"", ""誤""]",1,r02b,kansa,19,比較情報の監査,true
r02b-kansa-20-a,"「監査における不正リスク対応基準」に関する出題である。
監査人は，四半期レビューの過程において，四半期財務諸表に「監査における不正リ スク対応基準」に規定されている不正による重要な虚偽の表示の疑義に相当するものが あると判断した場合，当該基準に従わなければならない。","[""正"", ""誤""]",1,r02b,kansa,20,「監査における不正リスク対応基準」,true
r02b-kansa-20-i,"「監査における不正リスク対応基準」に関する出題である。
監査人は，監査実施の過程において経営者の関与が疑われる不正を発見した場合に は，監査役等に報告し，協議の上，経営者に問題点の是正等適切な措置を求めるととも に，当該不正が財務諸表に与える影響を評価することが必要となる。","[""正"", ""誤""]",0,r02b,kansa,20,「監査における不正リスク対応基準」,true
r02b-kansa-20-u,"「監査における不正リスク対応基準」に関する出題である。
監査人は，不正による重要な虚偽の表示を示唆する状況を識別したが，不正による重
 要な虚偽の表示の疑義がないと判断した場合には，その旨と理由を監査調書に記載しな
 ければならない。","[""正"", ""誤""]",0,r02b,kansa,20,「監査における不正リスク対応基準」,true
r02b-kansa-20-e,"「監査における不正リスク対応基準」に関する出題である。
監査人が不正による重要な虚偽の表示の疑義があるとして，想定される不正の態様に
 直接対応した監査手続を実施することが求められるのは，不正による重要な虚偽の表示
 を示唆する状況について，関連して入手した監査証拠に基づいて経営者の説明に合理性
 がないと判断した場合に限定される。","[""正"", ""誤""]",1,r02b,kansa,20,「監査における不正リスク対応基準」,true
r03-kansa-1-a,"財務諸表監査に関する出題である。
一般に公正妥当と認められる監査の基準に準拠した監査は，経営者が監査実施の基礎
 となる自らの責任を認識しているという前提に基づいて実施される。したがって，監査
 人による無限定適正意見の表明は，この前提を含めて当該財務諸表の信頼性を保証し，
 経営者の責任を軽減する。","[""正"", ""誤""]",1,r03,kansa,1,財務諸表監査,true
r03-kansa-1-i,"財務諸表監査に関する出題である。
一般に公正妥当と認められる監査の基準は，監査人に，意見表明の基礎として，財務
 諸表全体に重要な虚偽表示がないかどうかについて合理的な保証を得ることを要求して
 いる。","[""正"", ""誤""]",0,r03,kansa,1,財務諸表監査,true
r03-kansa-1-u,"財務諸表監査に関する出題である。
監査証拠の十分性と適切性は，相互に関連する。したがって，監査証拠をより多く入
 手することができれば，多くのアサーションを裏付けることができるため，監査証拠の
 適切性を補完することができる。","[""正"", ""誤""]",1,r03,kansa,1,財務諸表監査,true
r03-kansa-1-e,"財務諸表監査に関する出題である。
財務諸表監査における監査人による職業的専門家としての判断の行使は，監査計画に
 基づいて監査手続を実施する段階に限られない。","[""正"", ""誤""]",0,r03,kansa,1,財務諸表監査,true
r03-kansa-2-a,"財務諸表監査に関する出題である。
経営者の責任と監査人の責任が明確に区別されず，財務諸表の作成過程に監査人自身
 が関与することになれば，監査人の結論の客観性が失われ，監査人による監査が自己監
 査になるため，これを防ぐことに二重責任の原則の意義がある。","[""正"", ""誤""]",0,r03,kansa,2,財務諸表監査,true
r03-kansa-2-i,"財務諸表監査に関する出題である。
個々の公認会計士が職業的専門家として高度な倫理観を保持することは，監査制度の 社会的信頼を獲得するうえで不可欠である。そのため，企業会計審議会は，公認会計士 に遵守を求める「倫理規則」を定めている。","[""正"", ""誤""]",1,r03,kansa,2,財務諸表監査,true
r03-kansa-2-u,"財務諸表監査に関する出題である。
試査に基づく監査が行われる理由は，一般に，監査資源の制約，有効な内部統制の存
 在，統計技術及び統計理論の発達，並びに財務諸表監査の目的が重要な虚偽表示が存在
 しないことを合理的な水準で保証することとする社会的な合意にある。","[""正"", ""誤""]",0,r03,kansa,2,財務諸表監査,true
r03-kansa-2-e,"財務諸表監査に関する出題である。
監査リスクは，いわゆる監査の失敗を惹起する可能性であるため，財務諸表に重要な
 虚偽の表示があるにもかかわらず，それがないという誤った意見形成をする可能性，及
 び財務諸表に重要な虚偽の表示がないにもかかわらず，それがあるという誤った意見形
 成をする可能性の両方を含む。","[""正"", ""誤""]",1,r03,kansa,2,財務諸表監査,true
r03-kansa-3-a,"公認会計士法に関する出題である。
公認会計士の使命は，監査証明業務及び非監査証明業務を通じて，会社等の公正な事
 業活動，投資者及び債権者の保護等を図り，もって国民経済の健全な発展に寄与するこ
 とである。","[""正"", ""誤""]",0,r03,kansa,3,公認会計士法,true
r03-kansa-3-i,"公認会計士法に関する出題である。
公認会計士は，大会社等の監査証明業務の実施に当たっては，他の公認会計士等と共
 同するか，又は他の公認会計士を補助者として実施しなければならないが，単独監査が
 認められる場合もある。それは，他の公認会計士が，登録を抹消された場合や事故又は
 疾病によって業務を行うことができなくなった場合に限られる。","[""正"", ""誤""]",1,r03,kansa,3,公認会計士法,true
r03-kansa-3-u,"公認会計士法に関する出題である。
公認会計士が，監査証明業務において，故意に虚偽証明を行った場合には，内閣総理 大臣は， 2 年以内の業務停止，登録の抹消又は課徴金の納付命令のうちいずれか一つの 処分を科すことができる。","[""正"", ""誤""]",1,r03,kansa,3,公認会計士法,true
r03-kansa-3-e,"公認会計士法に関する出題である。
指定有限責任社員は，特定証明に関して負担することとなった所属する有限責任監査
 法人の債務を当該監査法人の財産をもって完済することができない場合，連帯してその
 弁済の責任を負う。","[""正"", ""誤""]",0,r03,kansa,3,公認会計士法,true
r03-kansa-4-a,"金融商品取引法監査制度に関する出題である。
有価証券報告書に含まれる情報のうち，公認会計士又は監査法人による監査証明の対 象は，「経理の状況」に掲げられている全ての情報である。","[""正"", ""誤""]",1,r03,kansa,4,金融商品取引法監査制度,true
r03-kansa-4-i,"金融商品取引法監査制度に関する出題である。
監査報告書において監査上の主要な検討事項の記載が求められる会社は，金融商品取 引法に基づいて開示が行われる会社(ただし，非上場会社のうち資本金 5 億円未満又は 売上高 10 億円未満かつ負債総額 200 億円未満の会社を除く。)である。","[""正"", ""誤""]",0,r03,kansa,4,金融商品取引法監査制度,true
r03-kansa-4-u,"金融商品取引法監査制度に関する出題である。
監査人は，経営者の責任に加え，監査役等の責任すなわち監査役等の責任は財務報告
 に係る過程を監視することにある旨を監査報告書に記載しなければならない。","[""正"", ""誤""]",0,r03,kansa,4,金融商品取引法監査制度,true
r03-kansa-4-e,"金融商品取引法監査制度に関する出題である。
臨時報告書には，次期以降の会社の財政状態，経営成績及びキャッシュ・フローの状
 況に著しい影響を与える後発事象等の財務情報が含まれることから，当該財務情報に限
 り，公認会計士又は監査法人の監査証明が必要とされている。","[""正"", ""誤""]",1,r03,kansa,4,金融商品取引法監査制度,true
r03-kansa-5-a,"会社法監査制度に関する出題である。
会計監査人の任期について，定時株主総会において別段の決議がされなかった場合に
 おけるみなし再任を可能とするためには，その旨を定款に定めることが必要である。","[""正"", ""誤""]",1,r03,kansa,5,会社法監査制度,true
r03-kansa-5-i,"会社法監査制度に関する出題である。
監査役及び会計監査人が設置されている株式会社の事業報告及びその附属明細書は監
 査役の監査対象であるが，計算書類との整合性を確保するため，会計数値に関する部分
 に限り，会計監査人の監査対象である。","[""正"", ""誤""]",1,r03,kansa,5,会社法監査制度,true
r03-kansa-5-u,"会社法監査制度に関する出題である。
会計監査人は，会社から独立した専門家の立場から会計監査を行い，監査役は，日常
の業務監査を踏まえ，会計監査人の監査の方法又は結果を評価することにより会計監査 を行う。なお，監査役が会計監査人の監査の方法又は結果を相当でないと認めたとき は，その旨及びその理由を報告すれば足りる。","[""正"", ""誤""]",0,r03,kansa,5,会社法監査制度,true
r03-kansa-5-e,"会社法監査制度に関する出題である。
会計監査人設置会社において，特定監査役は，特定取締役及び会計監査人に計算書類 及びその附属明細書に関する監査役会の監査報告の内容を，会計監査人に監査報告を受 領した日から少なくとも 1 週間を経過した日を期日として通知しなければならない。な お，当該期日前に監査が終了すれば，結果として監査役会の監査報告の日付は，会計監 査人の監査報告の日付と同日であってもよい。","[""正"", ""誤""]",0,r03,kansa,5,会社法監査制度,true
r03-kansa-6-a,"四半期レビューに関する出題である。
監査人は，四半期レビュー手続を実施するに当たり，企業が年度の財務諸表を作成す
 る際の会計帳簿等の会計記録に基づいて四半期財務諸表を作成していることを確かめな
 ければならない。","[""正"", ""誤""]",0,r03,kansa,6,四半期レビュー,true
r03-kansa-6-i,"四半期レビューに関する出題である。
四半期レビューは，財務諸表には全体として重要な虚偽の表示がないということにつ
 いて合理的な保証を得るために実施される年度の財務諸表の監査と同様の保証を得るこ
 とを目的とするものではないことから，四半期レビューにおける分析的手続の実施は，
 業種の特性等を吟味したきめ細かなレベルにまで至ることは要求されていない。","[""正"", ""誤""]",1,r03,kansa,6,四半期レビュー,true
r03-kansa-6-u,"四半期レビューに関する出題である。
監査人は，四半期財務諸表が企業の財政状態，経営成績及びキャッシュ・フローの状
 況を重要な点において適正に表示していない事項が存在する可能性が高いと認められる
 場合には，追加的な手続として分析的実証手続を実施しなければならない。","[""正"", ""誤""]",1,r03,kansa,6,四半期レビュー,true
r03-kansa-6-e,"四半期レビューに関する出題である。
四半期財務諸表において，企業の財政状態，経営成績及びキャッシュ・フローの状況
 を重要な点において適正に表示していないと信じさせる事項が認められる場合には，監
 査人は，四半期レビュー報告書において，結論に関する除外事項を付した限定付結論又
 は否定的結論を表明し，その理由を記載しなければならない。","[""正"", ""誤""]",0,r03,kansa,6,四半期レビュー,true
r03-kansa-7-a,"内部統制監査に関する出題である。
内部統制監査の監査計画は，財務諸表監査の監査計画とは別に策定されるが，内部統
 制監査の過程で得られた監査証拠は，財務諸表監査の内部統制の評価における監査証拠
 として利用できる。","[""正"", ""誤""]",1,r03,kansa,7,内部統制監査,true
r03-kansa-7-i,"内部統制監査に関する出題である。
監査人は，経営者による全社的な内部統制の評価の妥当性について検討する際に，財
 務諸表監査の実施過程において入手した監査証拠を利用することができる。","[""正"", ""誤""]",0,r03,kansa,7,内部統制監査,true
r03-kansa-7-u,"内部統制監査に関する出題である。
内部統制監査の目的は，内部統制の有効性の評価結果に対する意見を表明することで
 あるため，監査人は，当該評価結果を利用する場合を除き，経営者の評価方法を具体的
 に検証する必要はない。","[""正"", ""誤""]",0,r03,kansa,7,内部統制監査,true
r03-kansa-7-e,"内部統制監査に関する出題である。
監査人は，内部統制監査の実施において，内部統制の不備を発見した場合には，経営
 者に報告して是正を求めなければならない。ただし，内部統制監査と非監査業務の同時
 提供は制限されているため，内部統制の構築段階において，監査人は，経営者との意見
 交換及び内部統制の構築に関する指摘を行ってはならない。","[""正"", ""誤""]",1,r03,kansa,7,内部統制監査,true
r03-kansa-8-a,"内部統制監査に関する出題である。
重要な事業拠点が行う事業との関連性が低く，財務報告に対する影響の重要性が僅少
 であるとして，経営者が評価対象としなかった業務プロセスがある場合，監査人は，業
 務プロセスの選定の方法及びその根拠の合理性を検討しなければならない。","[""正"", ""誤""]",0,r03,kansa,8,内部統制監査,true
r03-kansa-8-i,"内部統制監査に関する出題である。
監査人は，評価対象となった業務プロセスに係る内部統制の運用状況を理解するに当 たり，経営者が選択したサンプルの妥当性を検証した上で当該サンプルを利用するた め，自らサンプルを選択しない。","[""正"", ""誤""]",1,r03,kansa,8,内部統制監査,true
r03-kansa-8-u,"内部統制監査に関する出題である。
内部統制の不備が複数存在する場合，監査人は，それらの不備が財務報告に及ぼす潜
 在的な影響額について個々にその質的及び金額的重要性を判断し，それぞれの不備が開
 示すべき重要な不備に該当しないかを検討する。","[""正"", ""誤""]",1,r03,kansa,8,内部統制監査,true
r03-kansa-8-e,"内部統制監査に関する出題である。
監査人は，開示すべき重要な不備があるとした経営者の評価結果は適正であるが，期
 末日後に実施した是正措置について，内部統制報告書の記載が不適切であると判断した
 場合，除外事項を付した限定付適正意見を表明することがある。この場合，監査人は，
 意見の根拠の区分に，除外した不適切な事項及び財務諸表監査に及ぼす影響を記載しな
 ければならない。","[""正"", ""誤""]",0,r03,kansa,8,内部統制監査,true
r03-kansa-9-a,"監査の品質管理に関する出題である。
監査事務所は，品質管理の一環として，独立性の保持が要求される全ての専門要員か
 ら少なくとも年に一度，独立性の保持のための方針及び手続の遵守に関する確認書を入
 手しなければならない。","[""正"", ""誤""]",0,r03,kansa,9,監査の品質管理,true
r03-kansa-9-i,"監査の品質管理に関する出題である。
監査事務所は，関与先との契約の更新に関する方針及び手続を定めるに当たり，関与
 先の誠実性を検討しなければならないが，当該関与先の同業他社等の第三者に対する質
 問により誠実性に関する情報を入手することができる。","[""正"", ""誤""]",0,r03,kansa,9,監査の品質管理,true
r03-kansa-9-u,"監査の品質管理に関する出題である。
監査責任者は，審査担当者に業務に関する専門的な見解の問合せを行う場合，審査担
 当者の客観性を阻害することになるため，業務の実施中に，監査責任者自らが行った判
 断に審査担当者が同意するかどうかを確かめることはできない。","[""正"", ""誤""]",1,r03,kansa,9,監査の品質管理,true
r03-kansa-9-e,"監査の品質管理に関する出題である。
監査事務所は，品質管理のシステムの監視によって発見された不備とこれに対する是
 正措置を関連する監査責任者に伝達しなければならないが，関連する監査責任者以外の
 者に当該不備を伝達する場合には，具体的な監査業務を特定できるような事項を含めて
 はならない。","[""正"", ""誤""]",1,r03,kansa,9,監査の品質管理,true
r03-kansa-10-a,"保証業務に関する出題である。
業務実施者は，自ら入手した証拠に基づき規準に照らして主題を判断した結果を結論
 として表明する場合，主題それ自体に対する責任を負う。","[""正"", ""誤""]",1,r03,kansa,10,保証業務,true
